0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,2.65636,0.0,0.0,0.0,3.46592,0.0,0.0,0.0,0.0
0.0,0.0,3.08612,0.0,0.0,0.0,3.37178,0.0,0.0,0.0,0.0
1.95734,2.80458,2.3481,2.99695,2.49752,3.57183,2.70429,0.0,2.65658,0.0,0.0
0.0,0.0,2.66236,0.0,2.84211,0.0,2.63702,0.0,2.69502,0.0,0.0
2.3432,2.53512,1.82379,1.95124,2.44893,2.76979,2.77174,2.67971,2.70576,0.0,0.0
0.0,0.0,2.37752,0.0,2.45391,0.0,2.64359,0.0,2.90993,0.0,0.0
0.0,0.0,1.39925,2.32455,2.0539,2.57187,2.42696,2.53999,2.84427,2.86999,2.91634
0.0,0.0,2.38609,0.0,2.22879,0.0,2.45353,0.0,0.0,0.0,0.0
1.92953,1.84054,2.15409,2.02803,1.97243,2.09209,2.33208,2.7633,3.18416,0.0,0.0
0.0,0.0,0.0,0.0,2.00907,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.06762,0.0,0.0,0.0,0.0,0.0,0.0
