,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,-1.538843,-1.738752,-1.404354,-1.621701,-1.702864,-1.703818,-1.759514,-1.701668,-1.77606,-1.87606,-1.690039,-1.601486,-1.723456,-1.70491,-1.684638,-1.696139,-1.734144,-1.67132,-1.718684,-1.493971,-1.721071,-1.765228,-1.777397,-1.697413,-1.675241,-1.684767,-1.816554,-1.688384,-1.681985,-1.690092,-1.839322,-1.806611,-1.818662,-1.763969,-1.849946,-1.845105,-1.722337,-1.772019,-1.758103
