,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,-1.530997,-1.633984,-1.657238,-1.715092,-1.651202,-1.678748,-1.73489,-1.605603,-1.845733,-1.740698,-1.606993,-1.749608,-1.783419,-1.630017,-1.873956,-1.72718,-1.673325,-1.720899,-1.76443,-1.677202,-1.696536,-1.818296,-1.721261,-1.746548,-1.765384,-1.756926,-1.583348,-1.663486,-1.597524,-1.794076,-1.625117,-1.70249,-1.589839,-1.72522,-1.670416,-1.803395,-1.569651,-1.724868,-1.640392
