,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,-1.541632,-1.572482,-1.61554,-1.692902,-1.5366,-1.632277,-1.681923,-1.58345,-1.589447,-1.729229,-1.694066,-1.644018,-1.680552,-1.499367,-1.697242,-1.583801,-1.59938,-1.577428,-1.596483,-1.672352,-1.509398,-1.462199,-1.688015,-1.538135,-1.556963,-1.573763,-1.539769,-1.553972,-1.607138,-1.655254,-1.580364,-1.613985,-1.502155,-1.452823,-1.401949,-1.603046,-1.571001,-1.527778,-1.75532,-1.562319,-1.574148,-1.508464,-1.532968,-1.484808,-1.615084
