,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,-1.7632,-1.755419,-1.533116,-1.748945,-1.644489,-1.699985,-1.8515,-1.587973,-1.759147,-1.793483,-1.868897,-1.738708,-1.704113,-1.669123,-1.515252,-1.774404,-1.664212,-1.687531,-1.627035,-1.530878,-1.675755,-1.614349,-1.725008,-1.497984,-1.866237,-1.906997,-1.814357,-1.582503,-1.413365,-1.722205,-1.967636,-2.018862,-1.559601,-1.817798,-1.658576,-1.812784,-1.79521,-1.585454,-1.581132,-1.65627
