,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,-1.659893,-1.669676,-1.685185,-1.751096,-1.740701,-1.668594,-1.646425,-1.63343,-1.656922,-1.751096,-1.703362,-1.626747,-1.728051,-1.591384,-1.655577,-1.73278,-1.694783,-1.591384,-1.829908,-1.808723,-1.648484,-1.753829,-1.598802,-1.782996,-1.806447,-1.702997,-1.687813,-1.715227,-1.610356,-1.725217,-1.649148,-1.672581,-1.724915,-1.677041,-1.54432,-1.795419,-1.656392,-1.657738,-1.723003
