,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,-1.668017,-1.412701,-1.742644,-1.80848,-1.732697,-1.529409,-1.65909,-1.757536,-1.794998,-1.824451,-1.69871,-1.369787,-1.430584,-1.63695,-1.801757,-1.671144,-1.455386,-1.466723,-1.374294,-1.687275,-1.781867,-1.767808,-1.489679,-1.598353,-1.506518,-1.789806,-1.508204,-1.660355,-1.723095,-1.632697,-1.551148,-1.551148,-1.551866,-1.812562,-1.466977,-1.680224,-1.768439,-1.815609,-1.920253,-1.703286,-1.707113,-1.728276
