,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,-1.585132,-1.496181,-1.684136,-1.553609,-1.673801,-1.504343,-1.758445,-1.689068,-1.724359,-1.749852,-1.737261,-1.67254,-1.558869,-1.800938,-1.710026,-1.674152,-1.651607,-1.619283,-1.611007,-1.663354,-1.733939,-1.718535,-1.750477,-1.621482,-1.62715,-1.649223,-1.710638,-1.746267,-1.506206,-1.773986,-1.722375,-1.632122,-1.688645,-1.862307
