,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0366398085890981,0.0,0.0,0.0,1.7169285968459722,0.0,0.0,0.0,0.0
1,0.0,0.0,0.6800789516190489,0.0,0.0,0.0,2.4279095175083127,0.0,0.0,0.0,0.0
2,1.9661759761378104,3.1544378235005412,4.286408731721077,1.9347250190972003,2.490664027171697,0.19257980187973237,2.9192656394233913,0.0,2.4773577678018084,0.0,0.0
3,0.0,0.0,2.599186576155764,0.0,2.36909821887448,0.0,1.7676038329588017,0.0,3.9481451561836236,0.0,0.0
4,1.7668933096233759,3.184605481731597,4.3231253618137195,3.3747934242831987,4.5637941563288065,2.637208371929764,4.6513583360622945,2.262890907524786,3.891556289065286,0.0,0.0
5,0.0,0.0,3.60462688993623,0.0,2.8820301310029546,0.0,2.604585080125947,0.0,2.280205743035706,0.0,0.0
6,0.0,0.0,3.561191159776562,2.9644300635650467,4.531958958387186,2.9178584213638548,5.047531644293493,2.8256940251161944,4.369094916823221,3.3397920872343003,2.2963837273461736
7,0.0,0.0,3.044752211235769,0.0,2.8309427972680186,0.0,2.5072730835650545,0.0,0.0,0.0,0.0
8,0.605542349379275,1.5436285300618497,3.00598470427497,2.849891658522213,4.4887361139447295,3.1203636742656666,4.473499414284857,2.758742307234694,1.293380192029076,0.0,0.0
9,0.0,0.0,0.0,0.0,1.3894530052872263,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,1.3220238121260504,0.0,0.0,0.0,0.0,0.0,0.0
