,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.017754695238039235,0.0,0.0,0.0,0.027041367367013576,0.0,0.0,0.0,0.0
1,0.0,0.0,0.15729706090996076,0.0,0.0,0.0,0.12114511400666735,0.0,0.0,0.0,0.0
2,0.0346901307004705,0.24848789588757508,1.3729396639974607,0.6032988286562186,0.6553771941140694,0.2539879994844936,0.4548050739533708,0.0,0.0010767743635752272,0.0,0.0
3,0.0,0.0,1.0516049119335884,0.0,0.4692731964194639,0.0,0.430322945653324,0.0,0.004987460333154631,0.0,0.0
4,0.11106975665792357,0.38410701160347605,1.3864394595472467,0.7351684107684041,1.2714310245765195,0.4439030189474076,0.755569373965429,0.12026529783286218,0.034535594123953496,0.0,0.0
5,0.0,0.0,0.4407985638611163,0.0,0.5383780837519022,0.0,0.5977230667673358,0.0,0.07455065017467091,0.0,0.0
6,0.0,0.0,0.573660403510247,0.3052575328608405,0.8059432882082491,0.8920659393088612,1.1180629108436348,0.30611794600342573,0.48558373352000117,0.43075809329231507,0.20145156232983222
7,0.0,0.0,0.30074985617022143,0.0,0.3259662093702087,0.0,0.6202376306416428,0.0,0.0,0.0,0.0
8,0.0045418252676850636,0.02359651619030868,0.14969365901941128,0.13263667321487546,0.4854320102829819,0.2311231813261879,0.4885859462416716,0.09824809002192547,0.011357017529970705,0.0,0.0
9,0.0,0.0,0.0,0.0,0.18335397357481312,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.027546375673996086,0.0,0.0,0.0,0.0,0.0,0.0
