,0,1,2,3,4,5
0,-1.44337,-1.443626,-1.44985,-1.455931,-1.4616,0.0
1,-1.498598,-1.527193,-1.544055,-1.502737,-1.496142,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
