0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,2.45925,0.0,0.0,0.0,2.27445,0.0,0.0,0.0,0.0
0.0,0.0,2.23821,0.0,0.0,0.0,2.93772,0.0,0.0,0.0,0.0
2.45925,2.23821,2.52787,3.11123,3.05381,2.15421,2.974,0.0,2.33391,0.0,0.0
0.0,0.0,2.31067,0.0,2.06184,0.0,2.9372,0.0,2.45375,0.0,0.0
2.38203,3.57197,1.85318,1.02293,3.70639,1.29792,2.50907,1.73785,1.9814,0.0,0.0
0.0,0.0,2.50393,0.0,1.09779,0.0,1.91019,0.0,2.46818,0.0,0.0
0.0,0.0,2.55789,2.4418,1.9542,1.90252,1.85173,2.81474,2.91943,3.59818,3.45804
0.0,0.0,2.43777,0.0,2.39823,0.0,1.71909,0.0,0.0,0.0,0.0
3.30139,3.29404,2.30615,1.91693,1.95431,2.40332,1.65528,2.17032,2.33488,0.0,0.0
0.0,0.0,0.0,0.0,2.17881,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.42307,0.0,0.0,0.0,0.0,0.0,0.0
