,0,1,2,3,4,5
0,-1.450068,-1.500228,-1.503748,-1.504854,-1.508153,0.0
1,-1.45543,-1.466518,-1.502253,-1.520384,-1.521323,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
