0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,1.93429,0.0,0.0,0.0,2.27962,0.0,0.0,0.0,0.0
0.0,0.0,1.74079,0.0,0.0,0.0,2.38694,0.0,0.0,0.0,0.0
2.14101,1.30581,2.71541,2.29333,2.79005,0.78166,2.49889,0.0,2.89478,0.0,0.0
0.0,0.0,2.34359,0.0,3.01842,0.0,2.49729,0.0,3.20539,0.0,0.0
1.71022,2.64043,2.37971,3.21366,2.69019,1.83081,2.36965,2.8661,3.04987,0.0,0.0
0.0,0.0,3.37071,0.0,3.39285,0.0,3.11655,0.0,3.54732,0.0,0.0
0.0,0.0,2.82452,2.85441,2.88721,2.95851,3.88925,3.06398,3.93024,3.17345,3.1499
0.0,0.0,2.85422,0.0,2.71793,0.0,3.12911,0.0,0.0,0.0,0.0
2.35704,2.56921,2.91127,2.7055,3.40543,2.91552,2.96453,3.23648,3.50982,0.0,0.0
0.0,0.0,0.0,0.0,2.73349,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.56769,0.0,0.0,0.0,0.0,0.0,0.0
