,0,1,2,3,4,5
0,-1.530524,-1.536852,-1.541996,-1.536076,-1.529303,0.0
1,-1.551054,-1.548717,-1.540004,-1.53338,-1.532062,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
