,0,1,2,3,4,5
0,-1.24625,-1.250983,-1.254963,-1.258352,-1.261342,0.0
1,-1.273761,-1.278635,-1.282896,-1.286546,-1.289992,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
