,0,1,2,3,4,5,6,7,8,9,10
0,0,0,0.31515,0,0,0,0.31348,0,0,0,0
1,0,0,0.44726,0,0,0,0.44235,0,0,0,0
2,0.3146,0.44518,0.6745,1.01287,1.54559,0.97911,0.64528,0,0.31385,0,0
3,0,0,1.00947,0,2.11478,0,0.98849,0,0.44106,0,0
4,0.65174,0.99368,1.57255,2.49269,2.22979,2.35177,1.56308,0.99768,0.65315,0,0
5,0,0,1.01159,0,2.49327,0,0.97989,0,0.45831,0,0
6,0,0,0.66549,0.99878,1.57261,1.02612,0.54843,0.47459,0.30023,0.18406,0.14418
7,0,0,0.44552,0,0.98027,0,0.41582,0,0,0,0
8,0.19052,0.23762,0.31722,0.44618,0.64838,0.43972,0.31596,0.23962,0.19066,0,0
9,0,0,0,0,0.43745,0,0,0,0,0,0
10,0,0,0,0,0.31821,0,0,0,0,0,0
