,0,1,2,3,4,5,6,7,8,9,10
0,0,0,0.118,0,0,0,0.11882,0,0,0,0
1,0,0,2.07491,0,0,0,2.07765,0,0,0,0
2,0.11828,0.11671,0.10838,0.10981,0.12035,0.12578,0.12362,0,0.11857,0,0
3,0,0,0.11129,0,2.06459,0,0.12531,0,2.07757,0,0
4,0.11661,0.11491,0.1101,0.12227,0.11443,0.12264,0.12706,0.11803,0.11706,0,0
5,0,0,0.10902,0,0.12131,0,2.08707,0,0.11152,0,0
6,0,0,0.10909,0.11313,0.11575,0.1,0.1263,0.1007,0.12787,2.06901,0.14492
7,0,0,2.07485,0,0.13046,0,0.12291,0,0,0,0
8,0.11855,0.11827,0.11674,0.11592,0.12194,0.12003,0.11937,0.11786,0.11851,0,0
9,0,0,0,0,0.11684,0,0,0,0,0,0
10,0,0,0,0,0.11659,0,0,0,0,0,0
