0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,2.02,0.0,0.0,0.0,2.40084,0.0,0.0,0.0,0.0
0.0,0.0,2.61625,0.0,0.0,0.0,2.07444,0.0,0.0,0.0,0.0
2.02,2.61625,2.30224,1.33467,1.73758,2.88024,2.36232,0.0,2.15253,0.0,0.0
0.0,0.0,2.10826,0.0,4.12332,0.0,1.80727,0.0,1.99527,0.0,0.0
2.23742,0.95842,2.09499,3.06454,1.24149,3.49462,1.98187,3.26556,2.8964,0.0,0.0
0.0,0.0,2.36454,0.0,4.02942,0.0,0.93767,0.0,1.67518,0.0,0.0
0.0,0.0,2.48956,1.20187,1.71936,0.48243,1.64178,0.92851,0.49989,0.49351,0.93259
0.0,0.0,2.21315,0.0,2.99404,0.0,2.6447,0.0,0.0,0.0,0.0
0.50456,0.63956,2.17507,2.96711,2.78788,1.9728,3.27395,2.01648,2.47998,0.0,0.0
0.0,0.0,0.0,0.0,2.48852,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.03965,0.0,0.0,0.0,0.0,0.0,0.0
