0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,1.17758,0.0,0.0,0.0,1.17805,0.0,0.0,0.0,0.0
0.0,0.0,1.01983,0.0,0.0,0.0,1.02285,0.0,0.0,0.0,0.0
1.17743,1.16511,1.1476,1.15474,1.14431,1.11662,1.14923,0.0,1.1777,0.0,0.0
0.0,0.0,1.11537,0.0,0.95999,0.0,1.11851,0.0,1.01937,0.0,0.0
1.14882,1.12344,1.07438,1.06267,1.06056,0.98112,1.06108,1.11334,1.14373,0.0,0.0
0.0,0.0,1.02406,0.0,0.94825,0.0,0.83462,0.0,1.11966,0.0,0.0
0.0,0.0,0.99975,0.95308,0.83915,0.85342,0.87186,1.00916,1.08587,0.98793,1.15757
0.0,0.0,0.92925,0.0,0.99591,0.0,1.01923,0.0,0.0,0.0,0.0
1.16802,1.15038,1.12282,1.10891,1.08033,1.01849,1.09991,1.12748,1.15294,0.0,0.0
0.0,0.0,0.0,0.0,1.12021,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.14945,0.0,0.0,0.0,0.0,0.0,0.0
