,0,1,2,3,4,5,6,7,8,9,10
0,0,0,0.54314,0,0,0,0.61805,0,0,0,0
1,0,0,0.56743,0,0,0,0.67514,0,0,0,0
2,0.5413,0.55937,0.59774,0.66133,0.76238,1.01101,0.77538,0,0.62322,0,0
3,0,0,0.70452,0,0.99299,0,0.99546,0,0.70834,0,0
4,0.60174,0.6247,0.85075,1.0553,1.20821,1.94065,1.35572,1.0442,0.83902,0,0
5,0,0,1.0513,0,1.92089,0,2.04126,0,1.01684,0,0
6,0,0,1.37455,1.96994,2.92162,3.03697,2.85169,1.83238,1.31235,0.98614,0.79926
7,0,0,1.03992,0,1.87885,0,1.93119,0,0,0,0
8,0.61857,0.69403,0.83016,1.03458,1.37036,1.94241,1.51629,1.12408,0.82429,0,0
9,0,0,0,0,1.02575,0,0,0,0,0,0
10,0,0,0,0,0.82253,0,0,0,0,0,0
