0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,0.57263,0.0,0.0,0.0,0.62123,0.0,0.0,0.0,0.0
0.0,0.0,0.54994,0.0,0.0,0.0,0.62809,0.0,0.0,0.0,0.0
0.57263,0.54994,0.51563,0.57059,0.61323,0.67525,0.6394,0.0,0.62202,0.0,0.0
0.0,0.0,0.46458,0.0,0.62606,0.0,0.66783,0.0,0.63343,0.0,0.0
0.51517,0.448,0.37087,0.52368,0.62263,0.79687,0.70889,0.67819,0.64983,0.0,0.0
0.0,0.0,0.44601,0.0,0.68129,0.0,0.8014,0.0,0.67444,0.0,0.0
0.0,0.0,0.46542,0.6915,0.93199,0.90921,0.99355,0.81471,0.73298,0.68101,0.6546
0.0,0.0,0.52152,0.0,0.78998,0.0,0.86924,0.0,0.0,0.0,0.0
0.58666,0.57417,0.557,0.63795,0.7327,0.86061,0.81233,0.72029,0.65925,0.0,0.0
0.0,0.0,0.0,0.0,0.67645,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.64936,0.0,0.0,0.0,0.0,0.0,0.0
