,0,1,2,3,4,5
0,-1.281382,-1.285861,-1.290087,-1.294181,-1.298326,0.0
1,-1.295191,-1.30155,-1.306012,-1.309865,-1.313318,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
