,0,1,2,3,4,5
0,-1.419299,-1.425862,-1.431506,-1.436595,-1.441709,0.0
1,-1.449522,-1.454262,-1.458765,-1.463029,-1.467026,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
