,0,1,2,3,4,5,6,7,8,9,10
0,0,0,0.39359,0,0,0,0.47048,0,0,0,0
1,0,0,0.42443,0,0,0,0.52671,0,0,0,0
2,0.39361,0.42551,0.45203,0.49459,0.6548,0.91222,0.66051,0,0.47585,0,0
3,0,0,0.55057,0,0.91691,0,0.87892,0,0.56928,0,0
4,0.4514,0.45328,0.69368,1.0058,1.1143,1.88014,1.30977,0.94723,0.73149,0,0
5,0,0,0.80463,0,1.87398,0,1.87212,0,0.87648,0,0
6,0,0,1.1533,1.80535,2.87016,2.57726,2.77617,1.71595,1.11874,0.76262,0.60756
7,0,0,0.85831,0,1.75634,0,1.7167,0,0,0,0
8,0.46852,0.54527,0.65674,0.86861,1.17088,1.66805,1.0474,0.86475,0.6685,0,0
9,0,0,0,0,0.88082,0,0,0,0,0,0
10,0,0,0,0,0.67273,0,0,0,0,0,0
