0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,0.30215,0.0,0.0,0.0,0.95942,0.0,0.0,0.0,0.0
0.0,0.0,0.1,0.0,0.0,0.0,0.69657,0.0,0.0,0.0,0.0
0.3013,0.56907,0.83001,1.13564,1.227,1.39463,1.27012,0.0,0.96033,0.0,0.0
0.0,0.0,0.90998,0.0,0.78223,0.0,1.4087,0.0,0.68892,0.0,0.0
0.77686,0.90203,0.87295,1.04387,1.34763,1.49653,1.37402,1.38923,1.27432,0.0,0.0
0.0,0.0,1.12527,0.0,1.28423,0.0,1.27292,0.0,1.46512,0.0,0.0
0.0,0.0,1.20268,1.4992,1.68478,2.18747,1.77366,1.66688,1.67041,1.15532,1.44416
0.0,0.0,0.78959,0.0,1.61488,0.0,1.84762,0.0,0.0,0.0,0.0
0.90348,1.07742,1.22858,1.43807,1.65507,1.89803,2.21264,1.8195,1.39096,0.0,0.0
0.0,0.0,0.0,0.0,1.47753,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.35723,0.0,0.0,0.0,0.0,0.0,0.0
