,0,1,2,3,4,5
0,-1.426986,-1.431192,-1.43736,-1.449186,-1.477585,0.0
1,-1.477854,-1.485047,-1.492077,-1.498916,-1.505373,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
