0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,4.098650126770614,0.0,0.0,0.0,3.6283232140835104,0.0,0.0,0.0,0.0
0.0,0.0,3.359083153689127,0.0,0.0,0.0,3.751688425959327,0.0,0.0,0.0,0.0
3.837084143516529,3.891656570717905,3.8678399888306765,3.8490380892491927,3.7405917269812674,3.5916137365748897,3.710106026715689,0.0,3.871570133482021,0.0,0.0
0.0,0.0,3.8422376980138053,0.0,3.8022645516420366,0.0,3.771186049781395,0.0,3.8575958648581965,0.0,0.0
3.8792331606040644,3.947580288003763,3.446743810782063,3.859914037073419,3.7862819109169426,3.801889743703327,3.7757637919260705,3.728644045359119,3.8181190821437334,0.0,0.0
0.0,0.0,4.118618511901027,0.0,3.8482880508867283,0.0,3.840701760161579,0.0,3.730205940468736,0.0,0.0
0.0,0.0,3.457100177576306,3.9069364606921484,3.582576391368763,4.035735512988455,3.620617365074693,3.8361004926921782,3.7864769120839132,3.7388866263680924,3.802256620585842
0.0,0.0,3.8856890063042826,0.0,3.8471966215144158,0.0,3.875270096467505,0.0,0.0,0.0,0.0
3.222716530369426,3.847203809510977,3.768189437101321,3.772404309455077,3.8053628121047995,3.8092048518604718,3.785695339522474,3.8633328669980753,3.7954757831451222,0.0,0.0
0.0,0.0,0.0,0.0,3.716956290426148,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.5711677801882327,0.0,0.0,0.0,0.0,0.0,0.0
