,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,1.142606451712654,0.0,0.0,0.0,1.1174361087569058,0.0,0.0,0.0,0.0
1,0.0,0.0,1.0595453581199927,0.0,0.0,0.0,1.3739891278957264,0.0,0.0,0.0,0.0
2,1.3314642326251054,1.8106609688029514,2.815482805156068,2.0680448014570394,2.2364930312440965,1.720634963423259,2.186301990914353,0.0,1.7561908594609148,0.0,0.0
3,0.0,0.0,1.491116417101666,0.0,1.811690723032757,0.0,1.9612884815807363,0.0,2.6124693385794178,0.0,0.0
4,0.2777223835755739,0.7849079433579537,2.2285023572197686,1.8717160411917089,2.890032691284903,2.1058008427977426,2.9534529107441463,1.8049262872821938,2.758534642526117,0.0,0.0
5,0.0,0.0,3.0457546359592316,0.0,2.38630978015045,0.0,2.1432560086442223,0.0,1.73174783336469,0.0,0.0
6,0.0,0.0,2.729729155533108,1.4348756781285075,2.8570063560812535,1.8730353576985912,3.2836399998528476,1.8450517438766574,3.0500635915894465,2.216763583400011,1.158579980664327
7,0.0,0.0,2.366662251789577,0.0,2.120965219333521,0.0,1.9441776444880725,0.0,0.0,0.0,0.0
8,0.4789441510131693,1.2357927075950843,1.8859004368762844,1.7787129116472813,3.096800087146263,1.9708449984873528,2.7661104134625982,1.5853141615655162,0.594352127220152,0.0,0.0
9,0.0,0.0,0.0,0.0,1.7040314582814804,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,1.203603839585695,0.0,0.0,0.0,0.0,0.0,0.0
